id,feedback,relevance,concreteness,constructive
5199,pass,0,0,0
5200,pass,0,0,0
5201,pass,0,0,0
5202,pass,0,0,0
5203,pass,0,0,0
5204,pass,0,0,0
5205,pass,0,0,0
5206,pass,0,0,0
5207,pass,0,0,0
5208,pass,0,0,0
5209,pass,0,0,0
5210,pass,0,0,0
5211,Pass,0,0,0
5212,Pass,0,0,0
5213,Pass,0,0,0
5214,Pass,0,0,0
5215,Pass,0,0,0
5216,Pass,0,0,0
5217,Pass,0,0,0
5218,Pass,0,0,0
5219,Pass,0,0,0
5220,無法執行,1,0,0
5221,子類別使用super()呼叫父類別的建構子，初始化父類別屬性,1,1,0
5222,,0,0,0
5223,有些Statement直接寫在條件式後面，且無括號，不易閱讀,1,1,0
5224,,0,0,0
5225,,0,0,0
5226,,0,0,0
5227,不符合Google Coding Style ，使用intelliJ左下角的check style查看,1,1,0
5228,,0,0,0
5229,,0,0,0
5230,,0,0,0
5231,Main.class縮排4格，但其他class縮排為2格，要注意一下,1,1,0
5232,,0,0,0
5233,Main.class 裡面的p2變數初始化但沒被使用,1,1,0
5234,,0,0,0
5235,,0,0,0
5236,,0,0,0
5237,,0,0,0
5238,,0,0,0
5239,,0,0,0
5240,Main.class的註解對齊下方的StatementMain.class縮排格數與其他的不一致大致上易閱讀，但這部分請留意！,1,1,0
5241,,0,0,0
5242,,0,0,0
5243,,0,0,0
5244,,0,0,0
5245,,0,0,0
5246,,0,0,0
5247,no need to display pokemon's data each input,1,1,0
5248,pass,0,0,0
5249,pass,0,0,0
5250,pass,0,0,0
5251,pass,0,0,0
5252,pass,0,0,0
5253,pass,0,0,0
5254,pass,0,0,0
5255,pass,0,0,0
5256,pass,0,0,0
5257,pass,0,0,0
5258,pass,0,0,0
5259,pass,0,0,0
5260,pass,0,0,0
5261,pass,0,0,0
5262,pass,0,0,0
5263,pass,0,0,0
5264,pass,0,0,0
5265,pass,0,0,0
5266,pass,0,0,0
5267,pass,0,0,0
5268,pass,0,0,0
5269,pass,0,0,0
5270,pass,0,0,0
5271,pass,0,0,0
5272,pass,0,0,0
5273,pass,0,0,0
5274,請按照題目需求以及輸出格式,1,1,0
5275,是,0,0,0
5276,是,0,0,0
5277,是,0,0,0
5278,是,0,0,0
5279,是,0,0,0
5280,是,0,0,0
5281,是,0,0,0
5282,沒註解,1,0,0
5283,是,0,0,0
5284,是,0,0,0
5285,是,0,0,0
5286,是,0,0,0
5287,是,0,0,0
5288,是,0,0,0
5289,是,0,0,0
5290,是,0,0,0
5291,是,0,0,0
5292,輸出格式與題目需求不符合，以及package沒有正確創建，,1,1,0
5293,是,0,0,0
5294,是,0,0,0
5295,是,0,0,0
5296,是,0,0,0
5297,是,0,0,0
5298,是,0,0,0
5299,是,0,0,0
5300,沒註解,1,0,0
5301,,0,0,0
5302,,0,0,0
5303,,0,0,0
5304,,0,0,0
5305,,0,0,0
5306,,0,0,0
5307,,0,0,0
5308,,0,0,0
5309,,0,0,0
5310,沒有寫,0,0,0
5311,沒有寫,0,0,0
5312,沒有寫,0,0,0
5313,沒有寫,0,0,0
5314,沒有寫,0,0,0
5315,沒有寫,0,0,0
5316,沒有寫,0,0,0
5317,沒有寫,0,0,0
5318,沒有寫,0,0,0
5319,pass,0,0,0
5320,pass,0,0,0
5321,pass,0,0,0
5322,pass,0,0,0
5323,pass,0,0,0
5324,pass,0,0,0
5325,pass,0,0,0
5326,pass,0,0,0
5327,沒有註解,1,0,0
5328,pass,0,0,0
5329,pass,0,0,0
5330,pass,0,0,0
5331,pass,0,0,0
5332,pass,0,0,0
5333,pass,0,0,0
5334,pass,0,0,0
5335,pass,0,0,0
5336,pass,0,0,0
5337,,0,0,0
5338,,0,0,0
5339,,0,0,0
5340,,0,0,0
5341,,0,0,0
5342,,0,0,0
5343,,0,0,0
5344,,0,0,0
5345,,0,0,0
5346,,0,0,0
5347,,0,0,0
5348,,0,0,0
5349,,0,0,0
5350,,0,0,0
5351,,0,0,0
5352,,0,0,0
5353,,0,0,0
5354,,0,0,0
5355,,0,0,0
5356,,0,0,0
5357,,0,0,0
5358,,0,0,0
5359,,0,0,0
5360,,0,0,0
5361,,0,0,0
5362,,0,0,0
5363,,0,0,0
5364,Pass,0,0,0
5365,Pass,0,0,0
5366,Pass,0,0,0
5367,Pass,0,0,0
5368,Pass,0,0,0
5369,Pass,0,0,0
5370,Pass,0,0,0
5371,Pass,0,0,0
5372,Pass,0,0,0
5373,大部分沒問題，最後輸出需要再加上Pokemon count,1,1,0
5374,Pass,0,0,0
5375,Pass,0,0,0
5376,Pass,0,0,0
5377,Pass,0,0,0
5378,Pass,0,0,0
5379,Pass,0,0,0
5380,,0,0,0
5381,Pass,0,0,0
5382,Pass,0,0,0
5383,Pass,0,0,0
5384,Pass,0,0,0
5385,Pass,0,0,0
5386,Pass,0,0,0
5387,Pass,0,0,0
5388,Pass,0,0,0
5389,Pass,0,0,0
5390,Pass,0,0,0
5391,Pass,0,0,0
5392,Pass,0,0,0
5393,Pass,0,0,0
5394,Pass,0,0,0
5395,Pass,0,0,0
5396,Pass,0,0,0
5397,Pass,0,0,0
5398,Pass,0,0,0
5399,Pass,0,0,0
5400,PokemonUtil 類別3. **常數（所有常數均為公開靜態常數）**：常數要加final,1,1,0
5401,Pass,0,0,0
5402,Pass,0,0,0
5403,Pass,0,0,0
5404,Pass,0,0,0
5405,Pass,0,0,0
5406,Pass,0,0,0
5407,Pass,0,0,0
5408,Pass,0,0,0
5409,缺少輸出總共創建的寶可夢數量,1,1,0
5410,Pass,0,0,0
5411,Pass,0,0,0
5412,Pass,0,0,0
5413,Pass,0,0,0
5414,Pass,0,0,0
5415,Pass,0,0,0
5416,Pass,0,0,0
5417,Pass,0,0,0
5418,,0,0,0
5419,,0,0,0
5420,,0,0,0
5421,,0,0,0
5422,,0,0,0
5423,,0,0,0
5424,,0,0,0
5425,,0,0,0
5426,,0,0,0
5427,,0,0,0
5428,,0,0,0
5429,,0,0,0
5430,,0,0,0
5431,,0,0,0
5432,,0,0,0
5433,,0,0,0
5434,,0,0,0
5435,,0,0,0
5436,,0,0,0
5437,,0,0,0
5438,,0,0,0
5439,,0,0,0
5440,,0,0,0
5441,,0,0,0
5442,,0,0,0
5443,,0,0,0
5444,,0,0,0
5445,你的檔案開起來只有一個Main程式,1,1,0
5446,no,0,0,0
5447,no,0,0,0
5448,no,0,0,0
5449,no,0,0,0
5450,no,0,0,0
5451,no,0,0,0
5452,no,0,0,0
5453,no,0,0,0
5454,不須提示糖果不足,1,1,0
5455,請繼續保持,0,0,0
5456,請繼續保持,0,0,0
5457,請繼續保持,0,0,0
5458,請繼續保持,0,0,0
5459,請繼續保持,0,0,0
5460,請繼續保持,0,0,0
5461,請繼續保持,0,0,0
5462,請繼續保持,0,0,0
5463,你的最後的輸出(exit後)，格式和題目不同,1,1,0
5464,pass,0,0,0
5465,pass,0,0,0
5466,pass,0,0,0
5467,"不建議用縮寫ex: Gym 中的'm1'、w1""，可讀性低""",1,1,1
5468,pass,0,0,0
5469,pass,0,0,0
5470,pass,0,0,0
5471,pass,0,0,0
5472,,0,0,0
5473,,0,0,0
5474,,0,0,0
5475,,0,0,0
5476,,0,0,0
5477,,0,0,0
5478,,0,0,0
5479,沒有,0,0,0
5480,沒有,0,0,0
5481,,0,0,0
5482,,0,0,0
5483,,0,0,0
5484,,0,0,0
5485,,0,0,0
5486,,0,0,0
5487,,0,0,0
5488,沒有,0,0,0
5489,沒有,0,0,0
5490,沒有程式,1,0,0
5491,沒有程式,1,0,0
5492,沒有程式,1,0,0
5493,沒有程式,1,0,0
5494,沒有程式,1,0,0
5495,沒有程式,1,0,0
5496,沒有程式,1,0,0
5497,沒有程式,1,0,0
5498,沒有程式,1,0,0
5499,,0,0,0
5500,,0,0,0
5501,,0,0,0
5502,,0,0,0
5503,,0,0,0
5504,,0,0,0
5505,,0,0,0
5506,,0,0,0
5507,,0,0,0
5508,package錯誤,0,0,0
5509,,0,0,0
5510,,0,0,0
5511,,0,0,0
5512,,0,0,0
5513,,0,0,0
5514,,0,0,0
5515,,0,0,0
5516,,0,0,0
5517,,0,0,0
5518,,0,0,0
5519,,0,0,0
5520,,0,0,0
5521,,0,0,0
5522,,0,0,0
5523,,0,0,0
5524,,0,0,0
5525,,0,0,0
5526,,0,0,0
5527,,0,0,0
5528,,0,0,0
5529,,0,0,0
5530,,0,0,0
5531,,0,0,0
5532,,0,0,0
5533,,0,0,0
5534,,0,0,0
5535,沒交,0,0,0
5536,沒交,0,0,0
5537,沒交,0,0,0
5538,沒交,0,0,0
5539,沒交,0,0,0
5540,沒交,0,0,0
5541,沒交,0,0,0
5542,沒交,0,0,0
5543,沒交,0,0,0
5544,,0,0,0
5545,,0,0,0
5546,,0,0,0
5547,,0,0,0
5548,,0,0,0
5549,,0,0,0
5550,,0,0,0
5551,,0,0,0
5552,,0,0,0
5553,沒寫,0,0,0
5554,沒寫,0,0,0
5555,沒寫,0,0,0
5556,沒寫,0,0,0
5557,沒寫,0,0,0
5558,沒寫,0,0,0
5559,沒寫,0,0,0
5560,沒寫,0,0,0
5561,沒寫,0,0,0
5562,符合要求,1,0,0
5563,編譯成功,0,0,0
5564,排版整齊,1,0,0
5565,括號一致,0,0,0
5566,變數命名符合標準 ,1,0,0
5567,類別命名符合標準 ,1,0,0
5568,方法命名符合標準 ,1,0,0
5569,是,0,0,0
5570,是,0,0,0
5571,沒寫,0,0,0
5572,沒寫,0,0,0
5573,沒寫,0,0,0
5574,沒寫,0,0,0
5575,沒寫,0,0,0
5576,沒寫,0,0,0
5577,沒寫,0,0,0
5578,沒寫,0,0,0
5579,沒寫,0,0,0
5580,,0,0,0
5581,,0,0,0
5582,,0,0,0
5583,,0,0,0
5584,,0,0,0
5585,,0,0,0
5586,,0,0,0
5587,,0,0,0
5588,,0,0,0
5589,Pass,0,0,0
5590,Pass,0,0,0
5591,Pass,0,0,0
5592,Pass,0,0,0
5593,Pass,0,0,0
5594,Pass,0,0,0
5595,Pass,0,0,0
5596,Pass,0,0,0
5597,Pass,0,0,0
5598,,0,0,0
5599,,0,0,0
5600,,0,0,0
5601,,0,0,0
5602,,0,0,0
5603,,0,0,0
5604,,0,0,0
5605,,0,0,0
5606,,0,0,0
5607,沒寫,0,0,0
5608,沒寫,0,0,0
5609,沒寫,0,0,0
5610,沒寫,0,0,0
5611,沒寫,0,0,0
5612,沒寫,0,0,0
5613,沒寫,0,0,0
5614,沒寫,0,0,0
5615,沒寫,0,0,0
5616,pass,0,0,0
5617,pass,0,0,0
5618,pass,0,0,0
5619,pass,0,0,0
5620,pass,0,0,0
5621,pass,0,0,0
5622,pass,0,0,0
5623,pass,0,0,0
5624,pass,0,0,0
5625,pass,0,0,0
5626,pass,0,0,0
5627,pass,0,0,0
5628,pass,0,0,0
5629,pass,0,0,0
5630,pass,0,0,0
5631,pass,0,0,0
5632,pass,0,0,0
5633,pass,0,0,0
5634,沒寫,0,0,0
5635,沒寫,0,0,0
5636,沒寫,0,0,0
5637,沒寫,0,0,0
5638,沒寫,0,0,0
5639,沒寫,0,0,0
5640,沒寫,0,0,0
5641,沒寫,0,0,0
5642,沒寫,0,0,0
5643,沒寫,0,0,0
5644,沒寫,0,0,0
5645,沒寫,0,0,0
5646,沒寫,0,0,0
5647,沒寫,0,0,0
5648,沒寫,0,0,0
5649,沒寫,0,0,0
5650,沒寫,0,0,0
5651,沒寫,0,0,0
5652,Main叫Helloworld,1,1,0
5653,,0,0,0
5654,checkStyle過不了,1,0,0
5655,,0,0,0
5656,,0,0,0
5657,,0,0,0
5658,,0,0,0
5659,,0,0,0
5660,,0,0,0
5661,沒寫,0,0,0
5662,沒寫,0,0,0
5663,沒寫,0,0,0
5664,沒寫,0,0,0
5665,沒寫,0,0,0
5666,沒寫,0,0,0
5667,沒寫,0,0,0
5668,沒寫,0,0,0
5669,沒寫,0,0,0
5670,Pass,0,0,0
5671,Pass,0,0,0
5672,Pass,0,0,0
5673,Pass,0,0,0
5674,Pass,0,0,0
5675,Pass,0,0,0
5676,Pass,0,0,0
5677,Pass,0,0,0
5678,Pass,0,0,0
5679,,0,0,0
5680,,0,0,0
5681,,0,0,0
5682,,0,0,0
5683,,0,0,0
5684,,0,0,0
5685,,0,0,0
5686,,0,0,0
5687,,0,0,0
5688,符合要求,1,0,0
5689,編譯成功,0,0,0
5690,排版整齊,1,0,0
5691,括號一致,0,0,0
5692,變數命名符合標準,1,0,0
5693,類別命名符合標準,1,0,0
5694,方法命名符合標準,1,0,0
5695,是,0,0,0
5696,是,0,0,0
5697,符合,1,0,0
5698,符合,1,0,0
5699,符合,1,0,0
5700,符合,1,0,0
5701,符合,1,0,0
5702,符合,1,0,0
5703,符合,1,0,0
5704,符合,1,0,0
5705,符合,1,0,0
5706,無法編譯，不確定是不是版本問題,1,1,0
5707,無法編譯，不確定是不是版本問題,1,1,0
5708,,0,0,0
5709,,0,0,0
5710,,0,0,0
5711,,0,0,0
5712,,0,0,0
5713,,0,0,0
5714,,0,0,0
5715,,0,0,0
5716,,0,0,0
5717,,0,0,0
5718,,0,0,0
5719,,0,0,0
5720,,0,0,0
5721,,0,0,0
5722,,0,0,0
5723,,0,0,0
5724,good,0,0,0
5725,good,0,0,0
5726,good,0,0,0
5727,good,0,0,0
5728,good,0,0,0
5729,good,0,0,0
5730,good,0,0,0
5731,good,0,0,0
5732,good,0,0,0
5733,符合要求,1,0,0
5734,編譯成功,0,0,0
5735,排版整齊,1,0,0
5736,括號一致,0,0,0
5737,變數命名符合標準,1,0,0
5738,v命名符合標準,1,0,0
5739,v命名符合標準,1,0,0
5740,是,0,0,0
5741,是,0,0,0
5742,無法編譯,0,0,0
5743,無法編譯,0,0,0
5744,,0,0,0
5745,,0,0,0
5746,,0,0,0
5747,,0,0,0
5748,,0,0,0
5749,,0,0,0
5750,沒有註解,1,0,0
5751,符合,1,0,0
5752,符合,1,0,0
5753,符合,1,0,0
5754,符合,1,0,0
5755,符合,1,0,0
5756,符合,1,0,0
5757,符合,1,0,0
5758,符合,1,0,0
5759,無註解,1,0,0
5760,,0,0,0
5761,,0,0,0
5762,,0,0,0
5763,,0,0,0
5764,,0,0,0
5765,,0,0,0
5766,,0,0,0
5767,,0,0,0
5768,,0,0,0
5769,,0,0,0
5770,,0,0,0
5771,,0,0,0
5772,,0,0,0
5773,,0,0,0
5774,,0,0,0
5775,,0,0,0
5776,,0,0,0
5777,,0,0,0
5778,,0,0,0
5779,,0,0,0
5780,,0,0,0
5781,,0,0,0
5782,,0,0,0
5783,,0,0,0
5784,,0,0,0
5785,,0,0,0
5786,,0,0,0
5787,要求升等，才會判斷糖果數量,1,1,0
5788,,0,0,0
5789,,0,0,0
5790,,0,0,0
5791,,0,0,0
5792,,0,0,0
5793,,0,0,0
5794,,0,0,0
5795,,0,0,0
5796,,0,0,0
5797,,0,0,0
5798,,0,0,0
5799,,0,0,0
5800,,0,0,0
5801,,0,0,0
5802,,0,0,0
5803,,0,0,0
5804,,0,0,0
5805,,0,0,0
5806,,0,0,0
5807,,0,0,0
5808,,0,0,0
5809,,0,0,0
5810,,0,0,0
5811,,0,0,0
5812,,0,0,0
5813,,0,0,0
5814,無檔案,0,0,0
5815,無檔案,0,0,0
5816,無檔案,0,0,0
5817,無檔案,0,0,0
5818,無檔案,0,0,0
5819,無檔案,0,0,0
5820,無檔案,0,0,0
5821,無檔案,0,0,0
5822,無檔案,0,0,0
5823,"差不多，但以下不符合題目條件的部分：1. generateCandy()：0~22. **公開建構子（Constructor）**：- 建構子只接受一個參數 `name3. Gym""類別 fcu.oop.gym package下4. ""Main""類別 fcu.oop.app package下""",1,1,0
5824,,0,0,0
5825,,0,0,0
5826,,0,0,0
5827,,0,0,0
5828,,0,0,0
5829,,0,0,0
5830,,0,0,0
5831,,0,0,0
5832,有一個不符合條件：1. generateCandy()：0~20 ,1,1,0
5833,,0,0,0
5834,,0,0,0
5835,,0,0,0
5836,,0,0,0
5837,,0,0,0
5838,,0,0,0
5839,,0,0,0
5840,,0,0,0
5841,"以下不符合題目條件：1, generateCandy()：範圍從 0 到 MAX_CANDY 之間的整數2. 建構完成後需要使用levelUp()來進行升級。",1,1,0
5842,,0,0,0
5843,,0,0,0
5844,,0,0,0
5845,,0,0,0
5846,,0,0,0
5847,,0,0,0
5848,,0,0,0
5849,,0,0,0
5850,否,0,0,0
5851,否,0,0,0
5852,否,0,0,0
5853,否,0,0,0
5854,否,0,0,0
5855,否,0,0,0
5856,否,0,0,0
5857,否,0,0,0
5858,否,0,0,0
5859,否,0,0,0
5860,否,0,0,0
5861,否,0,0,0
5862,否,0,0,0
5863,否,0,0,0
5864,否,0,0,0
5865,否,0,0,0
5866,否,0,0,0
5867,否,0,0,0
5868,否,0,0,0
5869,否,0,0,0
5870,否,0,0,0
5871,否,0,0,0
5872,否,0,0,0
5873,否,0,0,0
5874,否,0,0,0
5875,否,0,0,0
5876,否,0,0,0
5877,pass,0,0,0
5878,pass,0,0,0
5879,pass,0,0,0
5880,pass,0,0,0
5881,pass,0,0,0
5882,pass,0,0,0
5883,pass,0,0,0
5884,pass,0,0,0
5885,pass,0,0,0
5886,pass,0,0,0
5887,pass,0,0,0
5888,pass,0,0,0
5889,pass,0,0,0
5890,pass,0,0,0
5891,pass,0,0,0
5892,pass,0,0,0
5893,pass,0,0,0
5894,pass,0,0,0
5895,pass,0,0,0
5896,pass,0,0,0
5897,pass,0,0,0
5898,pass,0,0,0
5899,pass,0,0,0
5900,pass,0,0,0
5901,pass,0,0,0
5902,pass,0,0,0
5903,pass,0,0,0
5904,無法執行,1,0,0
5905,無法執行,1,0,0
5906,無法執行,1,0,0
5907,無法執行,1,0,0
5908,無法執行,1,0,0
5909,無法執行,1,0,0
5910,無法執行,1,0,0
5911,無法執行,1,0,0
5912,無法執行,1,0,0
5913,符合題目要求 ,1,0,0
5914,可編譯成功,0,0,0
5915,排版整齊,1,0,0
5916,括號一致,0,0,0
5917,符合,1,0,0
5918,符合,1,0,0
5919,符合,1,0,0
5920,符合,1,0,0
5921,有註解說明,1,0,0
5922,符合題目要求,1,0,0
5923,可編譯成功 ,0,0,0
5924,排版整齊,1,0,0
5925,括號一致,0,0,0
5926,符合,1,0,0
5927,符合,1,0,0
5928,符合,1,0,0
5929,符合,1,0,0
5930,有註解說明,1,0,0
5931,符合題目要求,1,0,0
5932,可編譯成功,0,0,0
5933, 排版整齊,1,0,0
5934,括號一致,0,0,0
5935,符合,1,0,0
5936,符合,1,0,0
5937,符合,1,0,0
5938,符合,1,0,0
5939,有註解說明,1,0,0
5940,pass,0,0,0
5941,pass,0,0,0
5942,pass,0,0,0
5943,pass,0,0,0
5944,pass,0,0,0
5945,pass,0,0,0
5946,pass,0,0,0
5947,pass,0,0,0
5948,pass,0,0,0
5949,pass,0,0,0
5950,pass,0,0,0
5951,pass,0,0,0
5952,pass,0,0,0
5953,pass,0,0,0
5954,pass,0,0,0
5955,pass,0,0,0
5956,pass,0,0,0
5957,pass,0,0,0
5958,輸出結果錯誤,1,1,0
5959,pass,0,0,0
5960,pass,0,0,0
5961,pass,0,0,0
5962,pass,0,0,0
5963,pass,0,0,0
5964,pass,0,0,0
5965,pass,0,0,0
5966,pass,0,0,0
5967,"the output should be shown only at the end of the program ,not every input",1,1,0
5968,pass,0,0,0
5969,pass,0,0,0
5970,pass,0,0,0
5971,pass,0,0,0
5972,pass,0,0,0
5973,pass,0,0,0
5974,pass,0,0,0
5975,pass,0,0,0
5976,pass,0,0,0
5977,pass,0,0,0
5978,pass,0,0,0
5979,pass,0,0,0
5980,pass,0,0,0
5981,pass,0,0,0
5982,pass,0,0,0
5983,pass,0,0,0
5984,pass,0,0,0
5985,pass,0,0,0
5986,pass,0,0,0
5987,pass,0,0,0
5988,pass,0,0,0
5989,pass,0,0,0
5990,pass,0,0,0
5991,pass,0,0,0
5992,pass,0,0,0
5993,pass,0,0,0
5994,,0,0,0
5995,,0,0,0
5996,,0,0,0
5997,,0,0,0
5998,,0,0,0
5999,,0,0,0
6000,,0,0,0
6001,,0,0,0
6002,,0,0,0
6003,,0,0,0
6004,,0,0,0
6005,,0,0,0
6006,,0,0,0
6007,,0,0,0
6008,,0,0,0
6009,,0,0,0
6010,,0,0,0
6011,,0,0,0
6012,什麽都沒寫,1,0,0
6013,什麽都沒寫,1,0,0
6014,什麽都沒寫,1,0,0
6015,什麽都沒寫,1,0,0
6016,什麽都沒寫,1,0,0
6017,什麽都沒寫,1,0,0
6018,什麽都沒寫,1,0,0
6019,什麽都沒寫,1,0,0
6020,什麽都沒寫,1,0,0
6021,,0,0,0
6022,,0,0,0
6023,,0,0,0
6024,,0,0,0
6025,,0,0,0
6026,,0,0,0
6027,,0,0,0
6028,,0,0,0
6029,,0,0,0
6030,"題目沒有讓使用者輸入gym, gym 沒有constructor",1,1,0
6031,,0,0,0
6032,,0,0,0
6033,,0,0,0
6034,,0,0,0
6035,,0,0,0
6036,,0,0,0
6037,,0,0,0
6038,,0,0,0
6039,"題目沒有讓使用者輸入gym, gym 沒有constructor",1,1,0
6040,,0,0,0
6041,,0,0,0
6042,,0,0,0
6043,,0,0,0
6044,,0,0,0
6045,,0,0,0
6046,,0,0,0
6047,,0,0,0
6048,"題目沒有讓使用者輸入gym, gym 沒有constructor",1,1,0
6049,,0,0,0
6050,,0,0,0
6051,,0,0,0
6052,,0,0,0
6053,,0,0,0
6054,,0,0,0
6055,,0,0,0
6056,,0,0,0
6057,pass,0,0,0
6058,pass,0,0,0
6059,pass,0,0,0
6060,pass,0,0,0
6061,pass,0,0,0
6062,pass,0,0,0
6063,pass,0,0,0
6064,pass,0,0,0
6065,pass,0,0,0
6066,pass,0,0,0
6067,pass,0,0,0
6068,pass,0,0,0
6069,pass,0,0,0
6070,pass,0,0,0
6071,pass,0,0,0
6072,pass,0,0,0
6073,pass,0,0,0
6074,pass,0,0,0
6075,pass,0,0,0
6076,pass,0,0,0
6077,pass,0,0,0
6078,pass,0,0,0
6079,pass,0,0,0
6080,pass,0,0,0
6081,pass,0,0,0
6082,pass,0,0,0
6083,pass,0,0,0
6084,沒寫,0,0,0
6085,沒寫,0,0,0
6086,沒寫,0,0,0
6087,沒寫,0,0,0
6088,沒寫,0,0,0
6089,沒寫,0,0,0
6090,沒寫,0,0,0
6091,沒寫,0,0,0
6092,沒寫,0,0,0
6093,,0,0,0
6094,,0,0,0
6095,,0,0,0
6096,,0,0,0
6097,,0,0,0
6098,,0,0,0
6099,,0,0,0
6100,,0,0,0
6101,,0,0,0
6102,,0,0,0
6103,,0,0,0
6104,,0,0,0
6105,,0,0,0
6106,,0,0,0
6107,,0,0,0
6108,,0,0,0
6109,,0,0,0
6110,,0,0,0
6111,,0,0,0
6112,,0,0,0
6113,,0,0,0
6114,,0,0,0
6115,,0,0,0
6116,,0,0,0
6117,,0,0,0
6118,,0,0,0
6119,,0,0,0
6120,package錯誤,0,0,0
6121,,0,0,0
6122,,0,0,0
6123,,0,0,0
6124,,0,0,0
6125,,0,0,0
6126,,0,0,0
6127,,0,0,0
6128,,0,0,0
6129,,0,0,0
6130,,0,0,0
6131,,0,0,0
6132,,0,0,0
6133,,0,0,0
6134,,0,0,0
6135,,0,0,0
6136,,0,0,0
6137,,0,0,0
6138,,0,0,0
6139,,0,0,0
6140,,0,0,0
6141,,0,0,0
6142,,0,0,0
6143,,0,0,0
6144,,0,0,0
6145,,0,0,0
6146,,0,0,0
6147,,0,0,0
6148,,0,0,0
6149,,0,0,0
6150,,0,0,0
6151,,0,0,0
6152,,0,0,0
6153,,0,0,0
6154,,0,0,0
6155,,0,0,0
6156,,0,0,0
6157,,0,0,0
6158,,0,0,0
6159,,0,0,0
6160,,0,0,0
6161,,0,0,0
6162,,0,0,0
6163,,0,0,0
6164,,0,0,0
6165,,0,0,0
6166,,0,0,0
6167,,0,0,0
6168,,0,0,0
6169,,0,0,0
6170,,0,0,0
6171,,0,0,0
6172,,0,0,0
6173,,0,0,0
6174,無法執行,1,0,0
6175,沒使用super()繼承父類別建構子,1,1,0
6176,沒依照Google coding Style,1,0,0
6177,,0,0,0
6178,,0,0,0
6179,,0,0,0
6180,,0,0,0
6181,,0,0,0
6182,,0,0,0
6183,,0,0,0
6184,,0,0,0
6185,,0,0,0
6186,,0,0,0
6187,,0,0,0
6188,,0,0,0
6189,,0,0,0
6190,,0,0,0
6191,,0,0,0
6192,,0,0,0
6193,,0,0,0
6194,,0,0,0
6195,,0,0,0
6196,,0,0,0
6197,,0,0,0
6198,,0,0,0
6199,,0,0,0
6200,,0,0,0
6201,,0,0,0
6202,,0,0,0
6203,,0,0,0
6204,,0,0,0
6205,,0,0,0
6206,,0,0,0
6207,,0,0,0
6208,,0,0,0
6209,,0,0,0
6210,"差不多，但以下不符合題目條件的部分： 1. generateCandy()：0~20 2. **公開建構子（Constructor）**：- 建構子只接受一個參數 `name` 3. Gym""類別 fcu.oop.gym package下 4. ""Main""類別 fcu.oop.app package下""",1,1,0
6211,,0,0,0
6212,,0,0,0
6213,,0,0,0
6214,,0,0,0
6215,,0,0,0
6216,,0,0,0
6217,,0,0,0
6218,,0,0,0
6219,我誤會了，原本程式碼沒問題,1,0,0
6220,,0,0,0
6221,,0,0,0
6222,,0,0,0
6223,,0,0,0
6224,,0,0,0
6225,,0,0,0
6226,,0,0,0
6227,,0,0,0
6228,"我上次誤會了，原本generateCandy()方法本來沒問題，但是建構完成後需要使用levelUp()來進行升級。"" 這條件還不符合""",1,1,0
6229,,0,0,0
6230,,0,0,0
6231,,0,0,0
6232,,0,0,0
6233,,0,0,0
6234,,0,0,0
6235,,0,0,0
6236,,0,0,0
6237,,0,0,0
6238,,0,0,0
6239,,0,0,0
6240,,0,0,0
6241,,0,0,0
6242,,0,0,0
6243,,0,0,0
6244,,0,0,0
6245,,0,0,0
6246,可編譯成功,0,0,0
6247,符合題目要求,1,0,0
6248,排版整齊,1,0,0
6249,括號一致,0,0,0
6250,符合,1,0,0
6251,符合,1,0,0
6252,符合,1,0,0
6253,符合,1,0,0
6254,符合,1,0,0
6255,沒有檔案上傳,1,0,0
6256,沒有檔案上傳,1,0,0
6257,沒有檔案上傳,1,0,0
6258,沒有檔案上傳,1,0,0
6259,沒有檔案上傳,1,0,0
6260,沒有檔案上傳,1,0,0
6261,沒有檔案上傳,1,0,0
6262,沒有檔案上傳,1,0,0
6263,沒有檔案上傳,1,0,0
6264,可編譯成功,0,0,0
6265,符合題目要求,1,0,0
6266,排版整齊 ,1,0,0
6267,括號一致,0,0,0
6268,符合,1,0,0
6269,符合,1,0,0
6270,符合,1,0,0
6271,符合,1,0,0
6272,符合,1,0,0
6273,,0,0,0
6274,,0,0,0
6275,,0,0,0
6276,,0,0,0
6277,,0,0,0
6278,,0,0,0
6279,,0,0,0
6280,,0,0,0
6281,,0,0,0
6282,,0,0,0
6283,,0,0,0
6284,,0,0,0
6285,,0,0,0
6286,,0,0,0
6287,,0,0,0
6288,,0,0,0
6289,,0,0,0
6290,沒有註解,1,0,0
6291,,0,0,0
6292,,0,0,0
6293,,0,0,0
6294,,0,0,0
6295,,0,0,0
6296,,0,0,0
6297,,0,0,0
6298,,0,0,0
6299,,0,0,0
6300,,0,0,0
6301,,0,0,0
6302,,0,0,0
6303,,0,0,0
6304,,0,0,0
6305,,0,0,0
6306,,0,0,0
6307,,0,0,0
6308,註解非常詳細，很好理解,1,0,0
6309,,0,0,0
6310,,0,0,0
6311,,0,0,0
6312,,0,0,0
6313,,0,0,0
6314,,0,0,0
6315,,0,0,0
6316,沒有,0,0,0
6317,沒有,0,0,0
6318,可編譯成功 ,0,0,0
6319,符合題目要求,1,0,0
6320,排版整齊,1,0,0
6321,括號一致,0,0,0
6322,符合,1,0,0
6323,符合,1,0,0
